content|translated|likes|workId|sentiment|country|platform|postTime
Even better than TWE I. It's more like a hardcore Sci-fi movie. Special effects and music effects are so great with minor flaws. This movie conveys t|Even better than TWE I. It's more like a hardcore Sci-fi movie. Special effects and music effects are so great with minor flaws. This movie conveys t|38|4|消极|美国|烂番茄|2023-02-06
I think this is can be considered as one of the best SIFI movie in the history. It will be very helpful to understand those details if have read the |我认为这可以被认为是历史上最好的SIFI电影之一。这将是非常有助于理解这些细节，如果你读了|1|4|积极|澳大利亚|烂番茄|2023-02-05
Amazing scifi movie! Unbelievable scenes and shocking ideas! DEFINTELY ON MUST SEE LIST! You cannot miss it.|神奇的科幻电影!令人难以置信的场景和令人震惊的想法!绝对在必看名单上!你不会错过的。|16|4|积极|新西兰|烂番茄|2023-02-05
Soooooooooooo goood!!!!!!!!!!!!!!!!!! I'll watch it again!!! Hope there's more on IMAX!!|Soooooooooooo很好的 !!!!!!!!!!!!!!!!!!我会再看一遍的!!希望有更多关于IMAX的!!|19|4|积极|美国|烂番茄|2023-02-05
I was so surprise, this is so good, very fast paced to wrap up in 3 hour, hoping for a director cut. Great work!|我很惊讶，这是如此的好，非常快的节奏在3小时内结束，希望导演剪辑。伟大的工作!|19|4|积极|加拿大|烂番茄|2023-02-05
Great visual, excellent screening writing, absolutely loving the music. I had a great time in the movie theater!|很棒的视觉效果，出色的剧本，绝对喜欢音乐。我在电影院玩得很开心!|37|4|积极|新西兰|烂番茄|2023-02-05
great works It shows Chinese unique feelings of home and country The special effects shots are superb|它展示了中国人独特的家和国家的感觉，特效镜头是一流的|12|4|积极|马来西亚|烂番茄|2023-02-05
Why not ten? It just refreshes my concept of science fiction movie!|为什么不是十个呢?它刷新了我对科幻电影的概念!|1|4|消极|新加坡|烂番茄|2023-02-05
The movie is too long and too complex for most audiences. But it is surprisingly good, especially the hidden storyline of MOSS. Please don't forget t|这部电影对大多数观众来说太长太复杂了。但出奇的好，尤其是《MOSS》隐藏的故事情节。请不要忘记|15|4|积极|美国|烂番茄|2023-02-05
excellent masterpiece! it's a gift for the cinephile all over the world from CN!|优秀的杰作!这是CN送给全世界影迷的礼物!|19|4|积极|新西兰|烂番茄|2023-02-05
The film helped someone that dont know about china realize that there are other cultures and values in the world besides America's own.|这部电影帮助那些不了解中国的人意识到，除了美国自己的文化和价值观之外，世界上还有其他的文化和价值观。|12|4|积极|澳大利亚|烂番茄|2023-02-05
Amazing movie!!! I am really enjoy the watching even though it has 3 hours|Amazing movie!!! I am really enjoy the watching even though it has 3 hours|20|4|消极|新加坡|烂番茄|2023-02-05
Makes me think, what should we do if our mother earth, and all mankind are in danger from the space? Excellent movie!|这让我想到，如果我们的地球母亲和全人类都处于太空危险之中，我们该怎么办?优秀的电影!|14|4|积极|新西兰|烂番茄|2023-02-05
Great movie this year！|今年的好电影!|0|4|积极|新西兰|烂番茄|2023-02-05
Absolutely excellent! Mind-blowing story with great audio & visual. Watched it twice.|绝对好!令人兴奋的故事与伟大的音频和视觉。看了两遍。|18|4|积极|美国|烂番茄|2023-02-05
One of the best Sci-fi movie of all time! This movie is really action-packed fast action from the start. In the middle there was some dense plot deve|有史以来最好的科幻电影之一!这部电影从一开始就是动感十足的快速动作。在中间有一些密集的情节设计|11|4|积极|爱尔兰|烂番茄|2023-02-05
Definitely excellent. Deeper than Avatar2. Extremely blowing.|绝对好。比《神通2》还要深刻。极其吹。|38|4|消极|马来西亚|烂番茄|2023-02-05
It's really good. It's the choice of life, the choice of human beings, the belief of human beings, the persistence of human beings, self-sacrifice fo|It's really good. It's the choice of life, the choice of human beings, the belief of human beings, the persistence of human beings, self-sacrifice fo|40|4|消极|新西兰|烂番茄|2023-02-05
A spectacular prequel. The special effects are on par with Hollywood, and the story is fascinating and moving. One minor imperfection is that some En|一部精彩的前传。特效与好莱坞相当，故事引人入胜，动人心弦。一个小缺陷是，一些En|20|4|积极|新西兰|烂番茄|2023-02-05
Great movie from another side of The Earth.|来自地球另一边的好电影。|39|4|积极|新加坡|烂番茄|2023-02-05
Wonderful special effects with great stories|精彩的特效和精彩的故事|34|4|积极|美国|烂番茄|2023-02-05
A great movie and a topic that human race should take a deep thought|一部伟大的电影，一个值得人类深思的话题|38|4|积极|马来西亚|烂番茄|2023-02-05
Even better than The Wandering Earth 1！Love it！|比《流浪地球1》还好看!爱它!|3|4|积极|牙买加|烂番茄|2023-02-05
This is a Chinese movie comparable to Hollywood sci-fi, but it tells a very good story|This is a Chinese movie comparable to Hollywood sci-fi, but it tells a very good story|2|4|消极|美国|烂番茄|2023-02-05
wonderful movie. watched it twice!|精彩的电影。看了两遍!|20|4|积极|新西兰|烂番茄|2023-02-04
Maybe 2500-years is too long for Anglo-Saxon, but it's just right for Chinese.|也许2500年对盎格鲁-撒克逊人来说太长了，但对中国人来说正好。|30|4|积极|英国|烂番茄|2023-02-04
1 Far beyond expectations 2 Better than the first film 3 The pattern is opened and the realm is opened 4 The first sci-fi series in Chinese film hist|1、超出预期2、比第一部好3、格局开启，境界开启4、中国电影史上第一部科幻系列|29|4|中立|马来西亚|烂番茄|2023-02-04
A complete closed loop is much better than the first work. one more tips： Dolby Cinema, visual effect will be great lol|一个完整的闭环比第一个工作要好得多。还有一个提示:杜比影院，视觉效果会很棒，哈哈|14|4|积极|澳大利亚|烂番茄|2023-02-04
Have seen.A very nice movie!|已经看到。一部非常好的电影!|6|4|积极|爱尔兰|烂番茄|2023-02-04
Great CGs, love all the scenes on big screen. Love Andy Lau's acting. But, the storyline is too boring.... At some point, I was annoyed by the sudden|伟大的cg，喜欢大银幕上的所有场景。喜欢刘德华的演技。但是，故事情节太无聊了....在某种程度上，我被这突如其来的事情惹恼了|19|4|积极|爱尔兰|烂番茄|2023-02-04
We are human, we love the earth.|我们是人类，我们爱地球。|32|4|积极|新加坡|烂番茄|2023-02-04
Best-in-class Chinese sci-fi movie in the entire Chinese movie history. A milestone for the movie industry too.|中国电影史上最优秀的科幻电影。这也是电影行业的一个里程碑。|9|4|积极|加拿大|烂番茄|2023-02-04
Stunning visual effects, amazing soundtracks blend in with epic scenes, and the unique values it conveys.|令人惊叹的视觉效果，令人惊叹的配乐融入史诗般的场景，以及它所传达的独特价值。|14|4|积极|澳大利亚|烂番茄|2023-02-04
The film is generally good, worth watching|这部电影总体上不错，值得一看|30|4|积极|爱尔兰|烂番茄|2023-02-04
Best movie of the decade!|十年来最好的电影!|33|4|积极|英国|烂番茄|2023-02-04
I LOVE wandering earth 1&2!!! it's a incredible masterpiece. Hope is the most valuable thing human can have, with it we are invincible.|I LOVE wandering earth 1&2!!! it's a incredible masterpiece. Hope is the most valuable thing human can have, with it we are invincible.|31|4|消极|美国|烂番茄|2023-02-04
Cool special effects but awful story writing. You basically are shoved from giant special effects scene to giant special effects scene with very litt|很酷的特效，但糟糕的故事情节。你基本上是被从一个巨大的特效场景推到另一个巨大的特效场景，几乎没有|37|4|积极|马来西亚|烂番茄|2023-02-04
The first movie told the story in such rush that there were many questions unanswered, leaving many plots seem superficial. The team did a great job |第一部电影讲述的如此匆忙，以至于有许多问题没有得到解答，使得许多情节看起来很肤浅。这个团队做得很好|24|4|积极|牙买加|烂番茄|2023-02-04
The story is extremely strong, the plot is full, and it fully conforms to the settings of the previous work, with fake special effects. But the movie|故事情节极强，情节丰富，完全符合前作的设定，用的是假特效。但是电影|39|4|积极|美国|烂番茄|2023-02-04
excellent science fiction movie|优秀的科幻电影|6|4|积极|新西兰|烂番茄|2023-02-04
really like the movie. Looking forward to the 3rd!|真的很喜欢这部电影。期待第三届!|8|4|积极|牙买加|烂番茄|2023-02-04
Excellent hard sci-fi movie, managed to outdo the already splendid 1st installment with deeper backstory and much grander stage setting. Great storyt|Excellent hard sci-fi movie, managed to outdo the already splendid 1st installment with deeper backstory and much grander stage setting. Great storyt|37|4|消极|马来西亚|烂番茄|2023-02-03
amazing viewing experience! so many elements a great mix of visual treat, science awe, technology abuse, humanity test, global cooperation, planet le|惊人的观看体验!这么多元素，视觉享受，科学敬畏，技术滥用，人性考验，全球合作，地球|10|4|积极|英国|烂番茄|2023-02-03
way way better than Avatar2! comparable to Matrix 1 in terms of complexity and new concepts; visually impressive as Avatar1 or more|比《阿凡达2》好多了!在复杂性和新概念方面与矩阵1相当;视觉上令人印象深刻的阿凡达1或更多|38|4|积极|爱尔兰|烂番茄|2023-02-03
Take it ! Just take my FXXXKing money!!!|拿去吧!拿走我他妈的钱!!|8|4|消极|加拿大|烂番茄|2023-02-03
Great movie. I would recommend the original novel of this movie by Liu Cixin, who is also the author of the great sci-fi Three Body Problems. The bas|很棒的电影。我推荐这部电影的原着小说，作者是刘慈欣，他也是著名科幻小说《三体》的作者。bas的|29|4|积极|爱尔兰|烂番茄|2023-02-03
Wow wow honestly I was not expecting this. Wandering Earth 2 is a thrill ride of epic proportions! From the moment the film begins, you are transport|哇，哇，老实说，我没想到会这样。《流浪地球2》是一部史诗级的惊险之旅!从电影开始的那一刻起，你就是交通工具|38|4|积极|美国|烂番茄|2023-02-03
Absolutely love the story, and the way the crisis is solved. The effect is astonishing, starts from the elevator and reaches the top as the moon expl|我非常喜欢这个故事，以及解决危机的方式。它的效果是惊人的，从电梯开始，随着月亮的升起而到达顶部|15|4|积极|马来西亚|烂番茄|2023-02-03
Really is a great movie from China..|真的是一部来自中国的伟大电影…|15|4|积极|牙买加|烂番茄|2023-02-03
The best Si-Fi film in 2023, and sorry to say it's better than any Hollywood production in the last 20 years for both the storyline and the special e|2023年最好的Si-Fi电影，很遗憾地说，无论是故事情节还是特殊场景，它都比过去20年的任何一部好莱坞电影都要好|20|4|积极|澳大利亚|烂番茄|2023-02-03
Better than the first one in every aspects! Better CGI, better story telling, better characters building.|各方面都比第一个好!更好的CGI，更好的故事讲述，更好的角色塑造。|9|4|积极|澳大利亚|烂番茄|2023-02-03
Director Frant Gwo's really surpassed himself for this prequel of The Wandering Earth. The CGI is much more mature and the story line more complex. F|导演郭广昌在《流浪地球》的前传中真的超越了自己。CGI技术更加成熟，故事情节也更加复杂。F|27|4|积极|新西兰|烂番茄|2023-02-03
Good movie! Love it!|好电影!爱它!|34|4|积极|英国|烂番茄|2023-02-03
a very creative sci-fi movie, not bad ......|a very creative sci-fi movie, not bad ......|25|4|消极|爱尔兰|烂番茄|2023-02-03
Amazing movie ， worth for watching with families|很棒的电影，值得和家人一起看|37|4|积极|马来西亚|烂番茄|2023-02-03
Chinese Science Fiction Movie Milestone. Just Marvelous!|中国科幻电影里程碑。不可思议的!|32|4|积极|澳大利亚|烂番茄|2023-02-03
超乎我的预期，故事剧情结构性非常好，让我回味无穷|超乎我的预期，故事剧情结构性非常好，让我回味无穷|0|4|积极|中国|烂番茄|2023-02-03
Just watched it. Absolutely loving it. It has great visual effects and it is romantic in a very distinct Chinese way.|就看着吧。非常喜欢。它的视觉效果很好，而且很浪漫，很有中国特色。|0|4|积极|英国|烂番茄|2023-02-03
如果你厌恶了美国人无数次的拯救世界，欢迎来看一下这个，在大灾难来临的时刻，没有什么超级英雄，只有无数挺身而出的普通人，拯救世界的是你们，是所有人，是每一个地球人，而不是某几个超级英雄挥手间将威胁弹开，这部电影告诉我们，世界是我们的，拯救也好，放弃也好，整个世界的命运掌握在全体人民的手里，而不是超级|如果你厌恶了美国人无数次的拯救世界，欢迎来看一下这个，在大灾难来临的时刻，没有什么超级英雄，只有无数挺身而出的普通人，拯救世界的是你们，是所有人，是每一个地球人，而不是某几个超级英雄挥手间将威胁弹开，这部电影告诉我们，世界是我们的，拯救也好，放弃也好，整个世界的命运掌握在全体人民的手里，而不是超级|24|4|积极|中国|烂番茄|2023-02-03
I was shocked, especially when I saw the space elevator.|我很震惊，尤其是当我看到太空电梯的时候。|21|4|消极|美国|烂番茄|2023-02-03
Nice movies, much better than super hero movies in Hollywood.|不错的电影，比好莱坞的超级英雄电影要好得多。|2|4|积极|牙买加|烂番茄|2023-02-03
精彩绝伦，同时就像阿凡达给电影工业带来的进步，这部电影给中国科幻留下的更多。|精彩绝伦，同时就像阿凡达给电影工业带来的进步，这部电影给中国科幻留下的更多。|38|4|积极|中国|烂番茄|2023-02-03
I really like what the Chinese audiences said:The Wandering Earth opens the gate of Chinese sci-fi (movie), and the Wandering Earth II break the enti|I really like what the Chinese audiences said:The Wandering Earth opens the gate of Chinese sci-fi (movie), and the Wandering Earth II break the enti|28|4|消极|马来西亚|烂番茄|2023-02-03
It is a great movie made in China. It shows how Chinese think about the world, what Chinese do to fix problem. It is good to know about Chinese value|这是一部伟大的中国电影。它展示了中国人是如何看待世界的，中国人是如何解决问题的。了解中国人的价值观是件好事|7|4|积极|爱尔兰|烂番茄|2023-02-03
The science was by and large absurd, but overall Wandering Earth 2 was a very good movie. It would have been much better if it was dubbed into Englis|科学大体上是荒谬的，但总的来说，《流浪地球2》是一部非常好的电影。如果把它配音成英语就好了|11|4|积极|马来西亚|烂番茄|2023-02-03
Seeing all humans working together to save the Earth in this movie is very touching and inspiring, especially when compared to the real world, where |在这部电影中看到所有的人类共同努力拯救地球是非常感人和鼓舞人心的，尤其是与现实世界相比，在那里|14|4|积极|澳大利亚|烂番茄|2023-02-03
Through future historian style of story telling, this movie documented how human race saved themselves in an pre-apocalyptic world. The eye-popping C|通过未来历史学家的叙事风格，这部电影记录了人类如何在世界末日之前拯救自己。令人瞠目的C|0|4|积极|新加坡|烂番茄|2023-02-03
A new perspective to salvage mankind other than the usual drip-fed superheroes from Hollywood assembly line. With the de facto cold war, the media is|这是一个拯救人类的新视角，而不是好莱坞流水线上的超级英雄。在事实上的冷战中，媒体是|15|4|积极|牙买加|烂番茄|2023-02-03
MUST WATCH! I really enjoyed every minute. Hope to see more good movies in the near future!|一定要看!我真的很享受每一分钟。希望在不久的将来能看到更多的好电影!|23|4|积极|加拿大|烂番茄|2023-02-03
What a pity not so many theaters in US play this movie!|可惜美国没有那么多影院放映这部电影!|21|4|积极|马来西亚|烂番茄|2023-02-03
Just wow! Totally blew my mind! 5 star from every aspect!|只是哇!完全让我大吃一惊!各方面都是5星!|15|4|积极|澳大利亚|烂番茄|2023-02-03
Best sci fi movie in recent years|近年来最好的科幻电影|3|4|积极|新西兰|烂番茄|2023-02-03
The best sci-fi movie in the past 20 years. If looking back the last 25 years, it is the 2nd after Matrix.|过去20年里最好的科幻电影。如果回顾过去的25年，它是继黑客帝国之后的第二部。|23|4|积极|爱尔兰|烂番茄|2023-02-02
One of the best Sci-fi in the past decade|过去十年里最好的科幻电影之一|3|4|积极|新西兰|烂番茄|2023-02-02
Very good sci-fi movie, in my mind, it can surpass [2012][Interstellar] and other. The 170-minute period is full of special effects scenes, and vario|Very good sci-fi movie, in my mind, it can surpass [2012][Interstellar] and other. The 170-minute period is full of special effects scenes, and vario|12|4|消极|加拿大|烂番茄|2023-02-02
这个电影真的很好看，剧情紧凑，画面宏大!!!!!!!|这个电影真的很好看，剧情紧凑，画面宏大!!!!!!!|35|4|积极|中国|烂番茄|2023-02-02
The movie started off slow and appears to be incoherent, but it all comes together in the 3rd act of the movie and it is a worthy prequal and ties up|电影开始缓慢，似乎是不连贯的，但这一切都在电影的第三幕，这是一个有价值的前传和联系|24|4|积极|牙买加|烂番茄|2023-02-02
Best Sci-Fi movie! Worth every seconds|最好的科幻电影!每一秒都值得|34|4|积极|爱尔兰|烂番茄|2023-02-02
Don't know why it was pandered by the NY Times review. Was it cause there's too many Asians for the reviewer? And no white knight anywhere in site? R|不知道为什么《纽约时报》的评论会迎合它。是因为亚洲人太多了吗?现场没有白衣骑士吗?R|6|4|中立|美国|烂番茄|2023-02-02
This year's best sci-fi film, moved by the unity of mankind|今年最好的科幻电影，被人类的团结感动了|18|4|积极|马来西亚|烂番茄|2023-02-02
Another SI-FI movie shows the picture of a community with a shared future for mankind. Total different from the traditional superhero or lonely hero |另一部SI-FI电影展示了人类命运共同体的画面。完全不同于传统的超级英雄或孤独的英雄|10|4|积极|马来西亚|烂番茄|2023-02-02
I was deeply shocked by this film! Top world view and top special effects, definitely worth watching in the cinema.|I was deeply shocked by this film! Top world view and top special effects, definitely worth watching in the cinema.|25|4|中立|美国|烂番茄|2023-02-02
amazing Chinese sci-fi movie!|精彩的中国科幻电影!|40|4|积极|意大利|烂番茄|2023-02-02
这部影片很棒，它没有个人英雄主义色彩，展现更多的的是群体智慧； 特效满分，特别是太空电梯那一段长镜头很是震撼； 多线叙事，情节丰富，环环相扣，新奇而又完整，严谨而又浪漫；|这部影片很棒，它没有个人英雄主义色彩，展现更多的的是群体智慧； 特效满分，特别是太空电梯那一段长镜头很是震撼； 多线叙事，情节丰富，环环相扣，新奇而又完整，严谨而又浪漫；|1|4|积极|中国|烂番茄|2023-02-02
NICE！A Chinese epic sci-fi film！|NICE！A Chinese epic sci-fi film！|25|4|消极|中国|烂番茄|2023-02-02
I think this movie can definitely match Interstellar or even surpasses it somehow, be one of the best sci-fi movies of human history, applause to Guo|我认为这部电影绝对可以媲美《星际穿越》，甚至在某种程度上超越它，成为人类历史上最好的科幻电影之一，掌声送给郭|14|4|积极|加拿大|烂番茄|2023-02-02
One of the best sci-fi movies I have seen. So different from the usual Hollywood one-hero saves everyone logic. Very touching!|这是我看过的最好的科幻电影之一。这与好莱坞传统的英雄拯救所有人的逻辑截然不同。非常感人!|8|4|积极|新加坡|烂番茄|2023-02-02
As a giant sci-fi work in China, he not only did a good job in details and plot, but also broke the American-led sci-fi works of individual heroism.|作为中国科幻巨作，他不仅在细节和情节上做得很好，还打破了美国主导的科幻作品中的个人英雄主义。|19|4|积极|澳大利亚|烂番茄|2023-02-02
One of the best movie I have ever seen.|这是我看过的最好的电影之一。|35|4|积极|美国|烂番茄|2023-02-02
The ceiling of Chinese sci-fi movies is tired of the routines of Hollywood movies, and such movies are the future.|中国科幻电影的天花板厌倦了好莱坞电影的套路，而这类电影才是未来。|10|4|积极|新西兰|烂番茄|2023-02-02
The story of this film was not actually in the book. It is basically a prequal of the first movie that came out more than 4 years ago. However, this |这部电影的故事实际上并没有出现在书中。它基本上是4年前上映的第一部电影的前传。然而,这|9|4|积极|新加坡|烂番茄|2023-02-02
No faults, amazing VFX.|没有缺点，惊人的视觉特效。|38|4|积极|瑞士|烂番茄|2023-02-02
Best Si-Fi movie ever! Enjoyed every minute of the 3 hours.|有史以来最好的Si-Fi电影!享受这3个小时的每一分钟。|36|4|积极|加拿大|烂番茄|2023-02-02
Definitely a masterpiece, this movie has offered so much than it could be.|这部电影绝对是一部杰作，它提供了太多的东西。|6|4|积极|爱尔兰|烂番茄|2023-02-02
One of the best sci-fi movies of the last five years|One of the best sci-fi movies of the last five years|22|4|积极|爱尔兰|烂番茄|2023-02-02
Plotline and CG are simply incredible. Did not expect the movie to be of such high quality before watching it. Absolute wow.|情节和CG简直令人难以置信。在看之前没有想到这部电影的质量如此之高。绝对的哇。|9|4|积极|加拿大|烂番茄|2023-02-02
Brilliant, soul-stirring, and intensely epic. Another instant solution for science fiction movies, no longer Hollywood-style individual heroism. It s|精彩绝伦，惊心动魄，气势磅礴。科幻电影的另一个即时解决方案，不再是好莱坞式的个人英雄主义。它年代|13|4|积极|爱尔兰|烂番茄|2023-02-02
Fantastic visual effects and a powerful touching epic storyline|梦幻般的视觉效果和强大的感人史诗故事情节|18|4|积极|新加坡|烂番茄|2023-02-02
Good messages for human mankind|这是给人类的好消息|20|4|积极|加拿大|烂番茄|2023-02-02
The film is a prequel to the 2019 film The Wandering Earth (Earth 1). You don't need much from the Earth 1 in order to enjoy the Earth 2. IF you do n|这部电影是2019年电影《流浪地球》(《地球1》)的前传。为了享受《地球2》，你不需要从《地球1》中获得太多东西。如果你这么做了|6|4|积极|马来西亚|烂番茄|2023-02-02
If Hollywood were to make the movie, it would be divided into several films such as Defending the Space Elevator, Blowing up the Moon and Digital Lif|If Hollywood were to make the movie, it would be divided into several films such as Defending the Space Elevator, Blowing up the Moon and Digital Lif|31|4|消极|新西兰|烂番茄|2023-02-02
Watched it four times already. Have to say absolutely beyond my expectation!! From the spectacular space elevator scene to the complicated storylines|已经看了四遍了。不得不说绝对超出了我的预期!!从壮观的太空电梯场景到复杂的故事情节|9|4|积极|新加坡|烂番茄|2023-02-02
Very nice movie! All people in the world work together for one goal|非常好的电影!世界上所有的人都为了一个目标而共同努力|28|4|积极|加拿大|烂番茄|2023-02-02
Hard core sci-fi. Many techs in it seem to be do-able instead of too unreal.|硬核科幻小说。其中的许多技术似乎是可行的，而不是太不真实。|33|4|积极|牙买加|烂番茄|2023-02-02
The ideal of a community with a shared future for mankind proposed by Mr. Zhou is really touching.|周先生所提出的人类命运共同体的理念非常感人。|6|4|积极|加拿大|烂番茄|2023-02-02
Please check it out! Amazing movie!|请查看!神奇的电影!|30|4|积极|牙买加|烂番茄|2023-02-02
At the end of the film, the narrator said, This plan is a grand and long space migration plan that lasts for 2500 years and needs to go through 100 g|在影片的最后，旁白说:“这个计划是一个持续2500年、需要经历100克的宏大而漫长的太空移民计划。|26|4|中立|牙买加|烂番茄|2023-02-01
We bought the standard ticket for the movie and the screen looked kind of old and the chair didnt feel that comfortable as the 4D chairs. The movie w|我们买的是电影的标准票，屏幕看起来有点旧，椅子也不像4D的椅子舒服。电影《w》|38|4|消极|马来西亚|烂番茄|2023-02-01
Absolutely terrible movie! Overdramatize acting and China centric patriotism with boring storyline. Only good thing is CGI !|绝对糟糕的电影!过度戏剧化的表演和以中国为中心的爱国主义，无聊的故事情节。唯一好的东西是CGI !|27|4|积极|马来西亚|烂番茄|2023-02-01
Please please please check it out! Amazing movie!|请，请，请，请看看!神奇的电影!|39|4|中立|加拿大|烂番茄|2023-02-01
Better than the first version, I missed beginning of the movie, going to watch it again this weekend.|比第一部好，我错过了电影的开头，这个周末要再看一遍。|23|4|积极|新加坡|烂番茄|2023-02-01
Incredible imagination and amazing special effects.|令人难以置信的想象力和惊人的特效。|34|4|消极|澳大利亚|烂番茄|2023-02-01
The first movie I watched ended with all the audience clapping.|The first movie I watched ended with all the audience clapping.|33|4|消极|牙买加|烂番茄|2023-02-01
Best Chinese Sci-Fi.|最好的中国科幻小说。|24|4|积极|加拿大|烂番茄|2023-02-01
It's really a good movie you should watch. I won't say it's as good as Interstellar, but the story is definitely good. The effect is more than excell|这是一部你应该看的好电影。我不会说它和《星际穿越》一样好，但故事绝对是好的。效果非常好|31|4|积极|新西兰|烂番茄|2023-02-01
must see Sci-fi movie, planning to see again|一定要看科幻电影，还打算再看一遍吗|40|4|积极|牙买加|烂番茄|2023-02-01
There is no doubt that this is a very good sci-fi movie. Whether it is in terms of visual effects, plot settings, or character creation, they have sh|毫无疑问，这是一部非常好的科幻电影。无论是在视觉效果、情节设置还是角色创造方面，它们都很出色|2|4|积极|爱尔兰|烂番茄|2023-02-01
The best I have seen in years !|这是我多年来见过的最好的!|12|4|中立|新西兰|烂番茄|2023-02-01
Love every minute of the movie and they did a good job of portraying how the earth will be in the future and mixing the true reality|Love every minute of the movie and they did a good job of portraying how the earth will be in the future and mixing the true reality|22|4|消极|加拿大|烂番茄|2023-02-01
awesome movie, it is totally different prospect view of human future, strongly recommend, we, earth residents , now it is time to think about future |很棒的电影，它是人类未来完全不同的前景，强烈推荐，我们地球居民，现在是时候思考未来了|36|4|积极|新西兰|烂番茄|2023-02-01
Don't miss the Easter egg.|不要错过复活节彩蛋。|40|4|积极|澳大利亚|烂番茄|2023-02-01
This is the rise of Chinese sci-fi movies and a symbol of China's growing national power. I sincerely hope that China will have more and more high-qu|这是中国科幻电影的崛起，也是中国国力不断增强的象征。我真诚地希望中国会有越来越多的高曲|17|4|积极|新加坡|烂番茄|2023-02-01
It exceed my expectations|这超出了我的预期|34|4|中立|新西兰|烂番茄|2023-02-01
The space elevator, the development of digital life and the whole set up was just dazzling beautiful!|太空电梯，数字生活的发展和整个设置只是令人眼花缭乱的美丽!|23|4|积极|新加坡|烂番茄|2023-02-01
Loved it! I saw the first one just had to see the second. It’s fast it’s action packed and a feast for the eyes. There are times when the story plays|Loved it! I saw the first one just had to see the second. It’s fast it’s action packed and a feast for the eyes. There are times when the story plays|35|4|消极|爱尔兰|烂番茄|2023-02-01
It's my favorite sci-fi movie now.|这是我现在最喜欢的科幻电影。|37|4|积极|南非|烂番茄|2023-02-01
A very good movie, the movie world should not only Hollywood.|一部非常好的电影，电影界应该不只有好莱坞。|6|4|积极|澳大利亚|烂番茄|2023-02-01
It's a new take on how we as humankind can unite and solve problem together. Instead of counting on some alcoholic ex-agent's self redemption, ppl wo|这是我们人类如何团结起来共同解决问题的新视角。与其指望某个酒鬼前探员的自我救赎，我|5|4|积极|马来西亚|烂番茄|2023-02-01
A total Frankenstein. Tedious and extremely long hours of nothing burger, with lots of scenes copied and tweaked from other sci-fi movies. Oh my gosh|完全是弗兰肯斯坦。冗长乏味，长时间的无汉堡，许多场景都是从其他科幻电影中复制和调整的。我的天啊|33|4|积极|牙买加|烂番茄|2023-02-01
Must see sci fi movie! Stunning visuals and deep philosophical messages!|一定要看科幻电影!令人惊叹的视觉效果和深刻的哲学信息!|1|4|积极|爱尔兰|烂番茄|2023-02-01
A great film, its artistic achievement has surpassed Interstellar|A great film, its artistic achievement has surpassed Interstellar|20|4|中立|英国|烂番茄|2023-02-01
Epic movie & A masterpiece.|史诗电影&杰作。|2|4|积极|马来西亚|烂番茄|2023-02-01
Definitely worth watching if you like science fiction movie.|如果你喜欢科幻电影，绝对值得一看。|31|4|积极|英国|烂番茄|2023-02-01
Amazing movie, love, family, mankind, sacrifice, all in one.|精彩的电影，爱，家庭，人类，牺牲，集于一身。|28|4|积极|加拿大|烂番茄|2023-02-01
Ok film but not great either. Terrible pace,story & Editing. Confusing no logical structure (all over the place).I enjoyed the 1st one better. A sequ|电影不错，但也不是很好。糟糕的节奏、故事和编辑。混乱没有逻辑结构(到处都是)。我更喜欢第一个。一个sequ|33|4|积极|爱尔兰|烂番茄|2023-02-01
Very proud of watching this movie in another country!|在另一个国家看这部电影非常自豪!|12|4|积极|新西兰|烂番茄|2023-02-01
Definitely make your 3 hours worth it,Really a good prequel movie, worth a look.|Definitely make your 3 hours worth it,Really a good prequel movie, worth a look.|12|4|中立|新西兰|烂番茄|2023-02-01
this is the first time I consider sci-fi movie from China is world-class. Its predecessor, The Wandering Earth I is just okay, whereas this film is a|这是我第一次认为中国的科幻电影是世界级的。它的前作《流浪地球1》还算过得去，而这部电影是一部|20|4|积极|新西兰|烂番茄|2023-02-01
Fantastic! This Sci-Fi is not about countries hating each other but stand out together for mankind!|太棒了!这部科幻片不是关于国家之间互相憎恨，而是为了人类共同挺身而出!|22|4|积极|英国|烂番茄|2023-02-01
Amazing! Very good sci-fi movie !|神奇的!非常好的科幻电影!|18|4|积极|意大利|烂番茄|2023-02-01
It was so very cold in the Theater that I left after 30 minutes. I do not know how good the movie was. I entered bldg at 12:45 noon. The snack bar wa|剧院里太冷了，我30分钟后就离开了。我不知道这部电影有多好。我在中午12点45分进入大楼。小吃店是|17|4|消极|新加坡|烂番茄|2023-01-31
By far the best sci-fi film from anywhere in a long while. Almost non stop action sequences with big hearts. Saw it for the second time in 3 days and|这是很长一段时间以来最好的科幻电影。几乎不间断的大心脏动作。三天内第二次看到它|8|4|积极|加拿大|烂番茄|2023-01-31
as good as the first movie, although it's quite long, there's not one moment where it's boring. things happen that you'd never expect|as good as the first movie, although it's quite long, there's not one moment where it's boring. things happen that you'd never expect|19|4|消极|加拿大|烂番茄|2023-01-31
One of the best sci-fi moives, very enjoyable!|最好的科幻电影之一，非常享受!|33|4|积极|加拿大|烂番茄|2023-01-31
great movie! but too long, about 176 min!|很棒的电影!但是太长了，大约176分钟!|39|4|积极|新加坡|烂番茄|2023-01-31
